v_x_0,v_y_0,y_0,g,p_x_t_star
3.941596777802611,4.697209618981082,7.124271321609953,13.173948793548114,2.9280381940347975
3.9874073669460905,1.0384639677005474,9.829920560279067,13.252116372514513,4.554242507870513
1.2003009535972557,2.4225545798064063,18.112406244382765,9.562763564697256,2.0517856664267753
2.5585591304466915,1.2780112198178737,7.661211656229537,12.776922992459438,2.5576012445222553
3.6937259142162775,2.640548987611596,19.73159354225549,14.186803646683204,5.511276133095291
4.3829980623629545,2.237085560666359,13.010257667973024,9.701604517972667,6.238195915255895
4.345110258430177,3.9127062619764437,12.954291268362406,13.651448658685474,4.868756843521735
2.217930299942817,3.866873779811142,17.40344379079985,7.806051168772687,3.711890844063012
2.582812461908686,3.5219703269140687,14.839769800176546,10.991682188208577,3.4964836896159066
1.395847662958295,1.9288201839285328,6.765837445967607,9.137121392850753,1.4293779980763612
1.6859721696807293,1.1215929622298657,12.01541240622853,8.586273947282034,2.6088934082591955
4.856562847240953,4.6899190145421334,1.722294982705323,7.725224832340897,1.4345150265680997
4.73627586554427,4.422300696855948,17.267977978372972,10.213296755459984,6.896837676811039
3.3978664946267676,0.5018745770506463,10.277057538398916,6.7711956249646965,5.673525851212585
3.646957138002601,1.7194940875336755,8.850550847623847,5.622563316103414,5.450984246548278
0.5498749800443379,4.932220627111262,8.148297932915469,14.779359537980008,0.42236281016621635
1.352183711419427,2.7530422220796567,19.15792150844025,14.911823393701603,1.932188858220088
0.8144887707324242,4.1889204697523255,8.184743221745581,6.537212055362413,0.8686139106531945
1.4091185699306177,3.6555250745638594,14.569560815116832,5.611342795374542,2.421751836862345
1.808132680569547,0.5511145875628831,12.671749666463123,7.063409586736284,3.286793801212605
1.535502858329087,2.3244158483664465,13.493715110689662,9.36392482208088,2.2533280265329285
2.8053182317230267,1.6918020642857314,13.423638753962935,9.991885774707688,4.1478958868420115
3.611074310042808,4.734361785327064,4.117239194266492,10.152999663281296,1.9782780837764506
2.0276823087408324,3.9918477904246923,5.846706540482168,10.85132158949988,1.4872303136727887
3.70540505904904,4.964120555447497,8.037743542253773,6.404688183834065,3.6633166766923333
1.8937380281590415,3.462233563590541,15.052566984390324,5.42261870284642,3.4138676582236123
3.6028212805877216,1.5550921119575245,2.6751368728426015,6.056135247228167,2.585323542908928
4.300101857151084,4.738038808345248,7.594221126913429,12.728064077825112,3.3618941272610403
3.8522094438259904,2.62966357562897,10.322517672040995,13.123370032254888,4.121010129632001
3.5600133727112104,0.9758593213604404,2.7094235730169927,7.654318945182384,2.575699251967071
3.0104247474307373,3.337691201756675,12.570067981194578,10.27227090742766,3.831891160679856
2.829754694059057,1.3127839296189212,8.276393106993408,12.597446120487952,2.962205097139314
0.5436450101048835,1.9104101805283964,10.33619034882557,13.533871394156495,0.5995207518938275
4.534300134926503,4.987489975008811,10.583105390661956,13.60106340321946,4.233063743492303
1.4007649736479664,0.6134597343006584,12.63513458853408,14.640792068507762,1.7825396701835912
3.064980756333055,3.584106842090807,3.1466032283791225,14.948151443222585,1.3852537371087879
2.735217465259944,0.8709010102495468,13.671046776304069,14.710466318033763,3.5706001064681923
4.909291264298769,2.0008479997015054,18.12388841145553,11.259757829691708,7.979076293289538
3.863220745611047,2.4319635549202414,14.729921374246848,6.045272862176182,7.114500025589629
2.3910991407676567,2.7088032097201395,18.277027860816908,6.812671186992866,4.6689593946280326
4.626927827126624,2.839918849456796,11.613810552900526,13.726973780313575,5.137169145672771
1.1779185691665195,4.006888975616981,9.820975533924463,8.280801123438216,1.3316043741647303
4.826473047311574,3.7494395610403295,14.030940995459828,5.889994675756482,7.9013673792124495
2.628723400974037,1.3961681795259677,5.478009971235764,10.572619121440152,2.3512480818825647
0.5393422146112599,4.0272529375943575,16.086612829431914,14.260570622328203,0.6719900524282727
0.7180703602369216,1.2579021861773638,10.016617982797856,12.545162083620495,0.8382630010422819
1.1340269857001442,2.0447708152716895,18.398256284051115,5.538860466415048,2.5340995001145457
3.828556779757921,3.42452889617567,9.938718750772932,8.179585946839818,4.576888703912464
1.8741108301071874,1.72016731933431,8.468980858693534,5.608606360633792,2.732394921308266
4.1848137192734605,2.761065551025936,19.573963148069385,13.574038965787272,6.306403161545589
1.9350640675075212,3.754657976128772,9.294156719771642,8.6392570029856,2.119402307401017
3.5419612511816627,1.515826214812315,4.550396089152619,5.834663100950511,3.598101417381804
0.8288261715445463,4.405709876820886,6.113532958671835,14.140643547042309,0.5545870827577819
0.9191952316368366,2.351048335767379,12.093210349316507,7.551441885483302,1.3835751373658343
2.9646569499268174,2.530940131592618,17.38899259637717,11.051948745707438,4.623772363044154
4.515919629268156,1.2355416808525512,3.3611890254716403,14.204773227085969,2.7385729290775505
0.6333940763227563,3.2308852740345384,3.3398534002641047,10.675182420484003,0.3447532070451594
1.768550402578148,3.548801557055932,9.966118586863049,5.730196918809841,2.3802626351169667
3.961520210637991,0.7099788020573417,1.3898308533252335,8.07468779030334,2.0019474104814283
0.5644351120211468,1.6416907844214752,8.463546892973337,8.729210448349871,0.686974612801166
3.210345815056795,4.9456639097131125,1.4440980135585035,13.299653248595778,0.720173513555317
1.0945527985769448,4.25974543659542,12.131717023948815,9.791246640110144,1.311433319874121
1.2706066479981173,1.1001001240626906,18.92202214612253,9.482627481775813,2.3951858642985555
1.2114711522309973,4.090278507531247,2.880621058689634,9.901240151719563,0.5504639498162043
0.630628850494606,1.4658435732877961,9.736025621749736,11.492814857491908,0.7443532073033226
1.4855457024187468,1.586322089683621,18.972543012499504,7.783306006037627,2.9912334646076437
0.6896990720965737,4.089381067558817,14.043568054914992,13.846128074185351,0.7995103738813073
3.83012970272929,1.3691324862191339,11.432502253957814,13.548995100562736,4.603595450754119
2.06828340269254,1.7314079386050558,5.510821728059376,7.499455746501309,2.0749262141576272
0.9841946476056094,2.539313931305371,17.88966880476383,5.821345899330769,2.0481432987192645
4.803058776408498,0.852548703040698,12.247980397817527,8.625141820447016,7.633505237347694
2.292608917372854,3.8676369182363506,16.232289095237082,10.440578572247581,3.2816735252946287
1.198317518288684,1.0654593855527632,12.437750006737659,14.576334585944556,1.4802874034133968
1.4144542594023295,0.9835678073890227,13.163209247894441,12.70458739429691,1.9295632042187587
1.5403817256432395,2.2191727342526155,3.1218466451932443,7.497182226967337,1.0218665689859918
4.663263895815279,0.515980810884177,3.5643228771194773,14.010761327011874,3.159003599733433
0.7924715313682882,2.769252015593682,3.7148134099097714,7.385868595679444,0.5514096441052243
0.5714223823758918,3.5242746229235538,12.561876399230231,5.045202698546043,0.9370008405676976
1.714000660484234,1.926579802188857,2.664326338458784,13.11056997607331,0.8695021933991314
0.9234884112490318,2.988352844021325,2.2203316739132273,8.89359184736815,0.4122724033219586
2.1451750755186922,0.7940681181835094,18.734440527584532,8.457571000072463,4.318264862249994
4.589977754990212,1.4002673454165504,7.147086854065114,10.356771614092706,4.807361115667936
1.5285888596080015,1.0485597126880883,10.3737703104618,5.241709287194487,2.750700749418204
1.2980107561927965,4.912616074592862,2.99627997373059,8.071972898008765,0.5792834120435004
2.3316315514598984,2.1657927756451176,8.88389814215876,7.941389671930655,2.909222704973721
